temp_C,duration_min,survival,age_days,setting,heat_type,species,reference,species_full,notes,status,pop_id
44.61111111,13,1,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,65
47.94444444,10,1,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,66
56.77777778,10,0.666666667,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,67
49.55555556,8,0.666666667,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,68
47.55555556,5,0.833333333,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,69
47.94444444,6,1,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,66
50.22222222,7,0.833333333,46,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,70
25.94444444,10,1,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,71
31.5,10,1,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,72
36.77777778,14,0.833333333,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,73
44.61111111,13,1,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,74
47.94444444,10,0.166666667,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,75
56.77777778,10,0,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,76
49.55555556,8,0,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,77
47.55555556,5,0,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,78
47.94444444,6,0,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,75
50.22222222,7,0,46,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,79
25.94444444,10,1,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,80
31.5,10,1,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,81
36.77777778,14,1,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,82
44.61111111,13,1,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,83
47.94444444,10,0.666666667,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?; PDF blurry, survival # could be wrong",1,84
56.77777778,10,0.166666667,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?; PDF blurry, survival # could be wrong",1,85
49.55555556,8,0.333333333,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,86
47.55555556,5,0,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,87
47.94444444,6,0,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,84
50.22222222,7,0.166666667,46,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,88
38.88888889,6,1,64,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,89
43.33333333,8,0.833333333,64,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,90
41.66666667,10,0.833333333,64,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,91
41.27777778,12,0.5,64,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,92
38.88888889,6,1,64,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,93
43.33333333,8,1,64,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,94
41.66666667,10,1,64,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,95
41.27777778,12,1,64,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,96
38.88888889,6,0.333333333,64,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,97
43.33333333,8,0.5,64,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,98
41.66666667,10,0.5,64,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,99
41.27777778,12,0.333333333,64,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,100
38.88888889,6,0.833333333,64,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,101
43.33333333,8,0.666666667,64,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,102
41.66666667,10,0.666666667,64,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,103
41.27777778,12,0.833333333,64,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,104
41.66666667,128,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,91
38.88888889,78,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,89
40.83333333,30,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,105
40.83333333,87,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,105
44.5,30,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,106
48.61111111,30,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,107
54.55555556,35,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,108
48.33333333,15,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,109
61,50,0.5,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,110
50.55555556,12,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,111
49.72222222,15,0.833333333,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,112
52.66666667,12,1,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,113
62.66666667,30,0.333333333,90,greenhouse,electric heater,PIPO,Bates and Roeser 1924,Pinus ponderosa,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,114
41.66666667,128,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,95
38.88888889,78,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,93
40.83333333,30,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,115
40.83333333,87,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,115
44.5,30,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,116
48.61111111,30,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,117
54.55555556,35,0.833333333,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,118
48.33333333,15,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,119
61,50,0.5,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,120
50.55555556,12,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,121
49.72222222,15,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,122
52.66666667,12,1,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,123
62.66666667,30,0.5,90,greenhouse,electric heater,PICO,Bates and Roeser 1924,Pinus contorta,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,124
41.66666667,128,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,99
38.88888889,78,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,97
40.83333333,30,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,125
40.83333333,87,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,125
44.5,30,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,126
48.61111111,30,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,127
54.55555556,35,0.833333333,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,128
48.33333333,15,1,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,129
61,50,0.5,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,130
50.55555556,12,0.6,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,131
49.72222222,15,0.5,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,132
52.66666667,12,0.666666667,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,133
62.66666667,30,0,90,greenhouse,electric heater,PSME,Bates and Roeser 1924,Pseudotsuga menziesii,"just says """"max soil temp"""", temp may not be constant for whole duration?",0,134
41.66666667,128,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,103
38.88888889,78,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,101
40.83333333,30,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,135
40.83333333,87,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,135
44.5,30,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,136
48.61111111,30,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,137
54.55555556,35,0.666666667,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,138
48.33333333,15,0.833333333,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,139
61,50,0.666666667,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,140
50.55555556,12,1,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,141
49.72222222,15,0.666666667,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,142
52.66666667,12,0.666666667,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,143
62.66666667,30,0.666666667,90,greenhouse,electric heater,PIEN,Bates and Roeser 1924,Picea engelmannii,"just says """"max soil temp"""", temp may not be constant for whole duration?",1,144
47.77777778,300,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,145
49.44444444,300,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,146
50,300,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,147
48.88888889,187,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,148
50,90,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,147
51.11111111,120,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,149
51.66666667,92,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,150
55,28,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,151
56.11111111,7,0.666666667,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,152
51.11111111,299,0.333333333,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,149
52.22222222,240,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,153
52.22222222,180,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,153
52.22222222,152,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,153
52.22222222,120,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,153
52.77777778,142,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,154
52.77777778,135,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,154
52.77777778,90,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,154
53.33333333,62,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,155
54.44444444,45,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,156
55,22,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,151
55.55555556,15,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,157
56.66666667,27,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,158
60,5,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,159
60.55555556,4,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,160
61.11111111,2,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,161
61.66666667,3,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,162
62.77777778,1,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,163
63.88888889,1,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,164
65.55555556,1,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,165
66.11111111,1,0,7 to 20,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,166
50.55555556,240,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,167
52.77777778,120,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,154
52.77777778,90,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,154
53.33333333,50,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,155
56.11111111,20,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,152
56.11111111,15,0.666666667,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,1,152
53.33333333,120,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,155
56.11111111,31,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,152
56.11111111,45,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,152
57.77777778,30,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,168
57.77777778,15,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,168
57.77777778,5,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,168
58.33333333,5,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,169
62.77777778,15,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,163
62.77777778,14,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,163
62.77777778,4,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,163
62.77777778,1,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,163
63.88888889,10,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,164
63.88888889,2,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,164
66.66666667,1,0,90 to 95,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,estimated from graph,0,170
60,4,0.333333333,7,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,"",1,159
57.22222222,14,0.333333333,7,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,"",1,171
54.44444444,60,0.333333333,7,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,"",1,156
51.66666667,170,0.333333333,7,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,"",1,150
48.88888889,610,0.333333333,7,laboratory,dry water bath,PSME,Silen 1960,Pseudotsuga menziesii,"",1,148
